corpus,system,qid,category,answerable,gen,ret,overall,llm_calls,slm_calls,gen_cost,expected_pages,retrieved_top6_pages,page_hit_top6
coreutils,self_rag,cu-036,concept,True,4.6,4.5,4.55,4,0,0.00998,[254],[254],1
coreutils,self_rag,cu-037,lookup,True,3.8,1.0,2.4,3,0,0.00349,[190],[],0
coreutils,self_rag,cu-038,concept,True,3.4,2.0,2.7,3,0,0.00239,[193],[],0
coreutils,self_rag,cu-040,concept,True,3.2,1.0,2.1,3,0,0.00245,[182],[],0
coreutils,self_rag,cu-039,concept,True,3.4,1.0,2.2,3,0,0.00326,[242],[],0
coreutils,self_rag,cu-neg-01,negative_cross_doc,False,5.0,5.0,5.0,3,0,0.00308,[],[],
coreutils,self_rag,cu-neg-02,negative_cross_doc,False,5.0,1.25,3.125,4,0,0.02016,[],"[307, 97, 20, 100, 291]",
coreutils,self_rag,cu-neg-05,negative_out_of_scope,False,1.4,5.0,3.2,3,0,0.00331,[],[],
coreutils,self_rag,cu-neg-03,negative_cross_doc,False,5.0,2.0,3.5,4,0,0.02122,[],"[174, 215, 174, 180, 214]",
coreutils,self_rag,cu-neg-06,negative_out_of_scope,False,5.0,2.0,3.5,4,0,0.01726,[],"[296, 284, 297, 254, 254]",
coreutils,self_rag,cu-neg-04,negative_cross_doc,False,5.0,2.0,3.5,4,0,0.01929,[],"[37, 192, 47, 35, 222]",
coreutils,self_rag,cu-neg-08,negative_out_of_scope,False,5.0,5.0,5.0,3,0,0.00252,[],[],
coreutils,self_rag,cu-neg-07,negative_out_of_scope,False,4.8,5.0,4.9,3,0,0.0038,[],[],
coreutils,flare,cu-005,lookup,True,5.0,5.0,5.0,3,0,0.01273,[41],"[41, 42, 27, 36, 53, 71]",1
coreutils,flare,cu-004,concept,True,5.0,5.0,5.0,3,0,0.01338,[25],"[25, 25, 102, 101, 97, 97]",1
coreutils,flare,cu-003,lookup,True,2.0,1.0,1.5,3,0,0.01222,[24],"[38, 87, 97, 304, 25, 173]",0
coreutils,flare,cu-002,lookup,True,2.0,1.5,1.75,3,0,0.01219,[24],"[38, 24, 48, 27, 44, 42]",1
coreutils,flare,cu-001,lookup,True,3.6,4.5,4.05,3,0,0.01199,[12],"[12, 1, 23, 11, 4, 309]",1
coreutils,flare,cu-008,lookup,True,5.0,5.0,5.0,3,0,0.00853,[53],"[53, 53, 53, 54, 42, 54]",1
coreutils,flare,cu-007,lookup,True,5.0,5.0,5.0,3,0,0.00884,[53],"[53, 53, 54, 53, 319, 54]",1
coreutils,flare,cu-006,lookup,True,5.0,5.0,5.0,3,0,0.01326,[43],"[45, 44, 43, 43, 42, 44]",1
coreutils,flare,cu-010,lookup,True,3.8,3.0,3.4,3,0,0.01292,[65],"[110, 64, 62, 284, 70, 63]",0
coreutils,flare,cu-009,lookup,True,1.8,2.75,2.275,3,0,0.01698,[63],"[64, 63, 65, 70, 69, 69]",1
coreutils,flare,cu-012,lookup,True,5.0,5.0,5.0,3,0,0.01141,[62],"[72, 62, 73, 74, 68, 72]",1
coreutils,flare,cu-011,lookup,True,5.0,5.0,5.0,3,0,0.01735,[62],"[69, 66, 93, 96, 92, 66]",0
coreutils,flare,cu-013,lookup,True,3.2,4.25,3.725,3,0,0.00909,[73],"[72, 73, 74, 73, 72, 288]",1
coreutils,flare,cu-014,lookup,True,4.0,4.5,4.25,3,0,0.01584,[87],"[86, 87, 91, 88, 93, 96]",1
coreutils,flare,cu-015,lookup,True,4.0,5.0,4.5,3,0,0.01407,[86],"[86, 86, 97, 99, 102, 101]",1
coreutils,flare,cu-016,concept,True,5.0,5.0,5.0,3,0,0.01477,[88],"[89, 88, 89, 88, 120, 127]",1
coreutils,flare,cu-017,concept,True,5.0,5.0,5.0,3,0,0.01332,[90],"[90, 87, 94, 95, 93, 92]",1
coreutils,flare,cu-019,lookup,True,5.0,5.0,5.0,3,0,0.01495,[46],"[46, 49, 47, 317, 47, 41]",1
coreutils,flare,cu-020,lookup,True,2.6,3.75,3.175,3,0,0.01743,[46],"[46, 317, 47, 46, 178, 168]",1
coreutils,flare,cu-018,lookup,True,2.2,2.0,2.1,3,0,0.0158,[59],"[60, 61, 191, 58, 55, 60]",0
coreutils,flare,cu-021,concept,True,5.0,4.75,4.875,3,0,0.01439,[75],"[290, 76, 75, 292, 290, 75]",1
coreutils,flare,cu-022,lookup,True,4.2,4.75,4.475,3,0,0.01544,[97],"[101, 101, 97, 291, 98, 100]",1
coreutils,flare,cu-025,lookup,True,5.0,5.0,5.0,3,0,0.01069,[104],"[105, 105, 106, 104, 104, 104]",1
coreutils,flare,cu-023,lookup,True,5.0,5.0,5.0,3,0,0.01592,[97],"[101, 100, 97, 100, 101, 291]",1
coreutils,flare,cu-024,lookup,True,3.2,2.5,2.85,3,0,0.01272,[104],"[104, 106, 108, 112, 104, 109]",1
coreutils,flare,cu-026,lookup,True,4.4,4.75,4.575,3,0,0.01381,[124],"[124, 121, 122, 120, 121, 122]",1
coreutils,flare,cu-029,lookup,True,5.0,5.0,5.0,3,0,0.00977,[140],"[153, 140, 194, 302, 20, 141]",1
coreutils,flare,cu-028,lookup,True,5.0,5.0,5.0,3,0,0.01178,[138],"[137, 137, 138, 138, 140, 137]",1
coreutils,flare,cu-027,lookup,True,4.4,5.0,4.7,3,0,0.01493,[124],"[123, 124, 123, 121, 121, 121]",1
coreutils,flare,cu-030,lookup,True,3.8,3.75,3.775,3,0,0.011,[145],"[145, 145, 147, 148, 146, 146]",1
coreutils,flare,cu-031,lookup,True,3.2,4.5,3.85,3,0,0.01274,[149],"[149, 149, 150, 135, 196, 151]",1
coreutils,flare,cu-032,lookup,True,5.0,5.0,5.0,3,0,0.01319,[165],"[165, 166, 164, 169, 167, 108]",1
coreutils,flare,cu-034,lookup,True,5.0,5.0,5.0,3,0,0.01668,[218],"[220, 267, 272, 221, 221, 221]",0
coreutils,flare,cu-033,lookup,True,2.8,1.25,2.025,3,0,0.00999,[170],"[169, 170, 170, 168, 253, 169]",1
coreutils,flare,cu-035,lookup,True,3.0,4.5,3.75,3,0,0.0122,[222],"[223, 222, 8, 315, 313, 314]",1
coreutils,flare,cu-036,concept,True,5.0,5.0,5.0,3,0,0.01512,[254],"[254, 255, 256, 9, 254, 48]",1
coreutils,flare,cu-037,lookup,True,5.0,5.0,5.0,3,0,0.01325,[190],"[191, 190, 190, 191, 307, 24]",1
coreutils,flare,cu-040,concept,True,4.4,4.25,4.325,3,0,0.01223,[182],"[182, 205, 211, 287, 179, 20]",1
coreutils,flare,cu-038,concept,True,3.8,4.5,4.15,3,0,0.01606,[193],"[193, 193, 194, 199, 307, 307]",1
coreutils,flare,cu-039,concept,True,4.2,4.5,4.35,3,0,0.01679,[242],"[242, 244, 243, 243, 243, 247]",1
coreutils,flare,cu-neg-01,negative_cross_doc,False,5.0,2.0,3.5,3,0,0.01283,[],"[97, 187, 186, 133, 311, 100]",
coreutils,flare,cu-neg-02,negative_cross_doc,False,1.0,1.0,1.0,3,0,0.01516,[],"[245, 191, 291, 97, 16, 20]",
coreutils,flare,cu-neg-03,negative_cross_doc,False,5.0,2.0,3.5,3,0,0.01574,[],"[174, 174, 214, 215, 214, 180]",
coreutils,flare,cu-neg-04,negative_cross_doc,False,5.0,2.0,3.5,3,0,0.01257,[],"[192, 37, 192, 47, 35, 196]",
coreutils,flare,cu-neg-05,negative_out_of_scope,False,5.0,2.0,3.5,3,0,0.01316,[],"[139, 135, 304, 126, 121, 127]",
coreutils,flare,cu-neg-06,negative_out_of_scope,False,5.0,2.0,3.5,3,0,0.01304,[],"[254, 196, 297, 254, 296, 100]",
coreutils,flare,cu-neg-07,negative_out_of_scope,False,5.0,2.0,3.5,3,0,0.01344,[],"[90, 189, 95, 96, 93, 87]",
coreutils,flare,cu-neg-08,negative_out_of_scope,False,5.0,2.0,3.5,3,0,0.01196,[],"[134, 135, 134, 134, 135, 124]",
coreutils,ear_full,cu-005,lookup,True,5.0,2.0,3.5,1,6,0.00526,[41],"[27, 35, 36, 35, 53]",0
coreutils,ear_full,cu-001,lookup,True,5.0,2.25,3.625,1,6,0.00578,[12],"[1, 23, 11, 309, 4]",0
coreutils,ear_full,cu-004,concept,True,5.0,5.0,5.0,1,6,0.0073,[25],"[25, 25, 97, 97, 101]",1
coreutils,ear_full,cu-002,lookup,True,3.0,1.5,2.25,1,6,0.00621,[24],"[24, 45, 44, 179, 45]",1
coreutils,ear_full,cu-003,lookup,True,5.0,1.5,3.25,1,6,0.00454,[24],"[172, 24, 173, 38, 12]",1
coreutils,ear_full,cu-007,lookup,True,5.0,5.0,5.0,1,6,0.00447,[53],"[53, 53, 54, 53, 35]",1
coreutils,ear_full,cu-008,lookup,True,5.0,5.0,5.0,1,6,0.00516,[53],"[53, 53, 53, 54, 42]",1
coreutils,ear_full,cu-006,lookup,True,5.0,5.0,5.0,1,6,0.0079,[43],"[45, 43, 44, 43, 43]",1
coreutils,ear_full,cu-010,lookup,True,4.0,3.5,3.75,1,6,0.00534,[65],"[110, 284, 64, 65, 70]",1
coreutils,ear_full,cu-009,lookup,True,2.4,2.75,2.575,1,6,0.00876,[63],"[64, 63, 65, 70, 68]",1
coreutils,ear_full,cu-011,lookup,True,5.0,4.25,4.625,1,6,0.0108,[62],"[69, 66, 92, 69, 93]",0
coreutils,ear_full,cu-012,lookup,True,5.0,5.0,5.0,1,6,0.0072,[62],"[72, 73, 288, 62, 68]",1
coreutils,ear_full,cu-013,lookup,True,3.6,4.5,4.05,1,6,0.00505,[73],"[72, 73, 73, 72, 74]",1
coreutils,ear_full,cu-014,lookup,True,5.0,5.0,5.0,1,6,0.01012,[87],"[86, 87, 91, 288, 88]",1
coreutils,ear_full,cu-015,lookup,True,4.0,3.5,3.75,1,6,0.00862,[86],"[86, 99, 97, 101, 288]",1
coreutils,ear_full,cu-016,concept,True,5.0,5.0,5.0,1,6,0.00811,[88],"[89, 88, 89, 88, 120]",1
coreutils,ear_full,cu-017,concept,True,5.0,5.0,5.0,1,6,0.00966,[90],"[90, 87, 94, 92, 95]",1
coreutils,ear_full,cu-018,lookup,True,2.4,2.0,2.2,1,6,0.00843,[59],"[60, 191, 61, 58, 306]",0
coreutils,ear_full,cu-019,lookup,True,4.2,4.25,4.225,1,6,0.0085,[46],"[46, 317, 49, 47, 50]",1
coreutils,ear_full,cu-020,lookup,True,2.2,2.0,2.1,1,6,0.00765,[46],"[46, 317, 46, 47, 178]",1
coreutils,ear_full,cu-021,concept,True,4.6,4.25,4.425,1,6,0.0092,[75],"[290, 76, 75, 290, 292]",1
coreutils,ear_full,cu-022,lookup,True,4.4,4.25,4.325,1,6,0.00863,[97],"[101, 101, 97, 291, 100]",1
coreutils,ear_full,cu-023,lookup,True,5.0,5.0,5.0,1,6,0.00919,[97],"[97, 100, 101, 100, 100]",1
coreutils,ear_full,cu-024,lookup,True,2.4,2.25,2.325,1,6,0.0075,[104],"[104, 106, 104, 110, 112]",1
coreutils,ear_full,cu-025,lookup,True,3.6,3.5,3.55,1,6,0.00786,[104],"[106, 105, 104, 105, 108]",1
coreutils,ear_full,cu-026,lookup,True,3.4,4.75,4.075,1,6,0.00704,[124],"[124, 121, 120, 122, 122]",1
coreutils,ear_full,cu-028,lookup,True,5.0,5.0,5.0,1,6,0.00694,[138],"[137, 137, 138, 137, 138]",1
coreutils,ear_full,cu-027,lookup,True,5.0,5.0,5.0,1,6,0.01035,[124],"[123, 124, 123, 121, 155]",1
coreutils,ear_full,cu-029,lookup,True,5.0,5.0,5.0,1,6,0.00576,[140],"[140, 153, 302, 141, 194]",1
coreutils,ear_full,cu-030,lookup,True,4.6,4.5,4.55,1,6,0.00609,[145],"[145, 145, 146, 146, 147]",1
coreutils,ear_full,cu-031,lookup,True,3.0,4.5,3.75,1,6,0.00799,[149],"[149, 149, 150, 135, 263]",1
coreutils,ear_full,cu-032,lookup,True,5.0,5.0,5.0,1,6,0.00711,[165],"[169, 165, 166, 164, 108]",1
coreutils,ear_full,cu-033,lookup,True,3.4,2.5,2.95,1,6,0.00511,[170],"[170, 169, 170, 169, 168]",1
coreutils,ear_full,cu-034,lookup,True,5.0,5.0,5.0,1,6,0.0093,[218],"[272, 220, 218, 267, 221]",1
coreutils,ear_full,cu-035,lookup,True,4.4,4.75,4.575,1,6,0.00802,[222],"[223, 315, 8, 222, 314]",1
coreutils,ear_full,cu-036,concept,True,5.0,5.0,5.0,1,6,0.0074,[254],"[255, 254, 9, 256, 254]",1
coreutils,ear_full,cu-037,lookup,True,5.0,5.0,5.0,1,6,0.00679,[190],"[191, 190, 190, 191, 307]",1
coreutils,ear_full,cu-038,concept,True,4.4,5.0,4.7,1,6,0.00821,[193],"[193, 193, 194, 199, 307]",1
coreutils,ear_full,cu-040,concept,True,3.2,1.0,2.1,1,6,0.00523,[182],"[211, 240, 183, 205, 319]",0
coreutils,ear_full,cu-039,concept,True,4.2,4.5,4.35,1,6,0.00821,[242],"[242, 244, 243, 243, 243]",1
coreutils,ear_full,cu-neg-02,negative_cross_doc,False,5.0,1.25,3.125,1,6,0.00633,[],"[307, 97, 20, 100, 291]",
coreutils,ear_full,cu-neg-01,negative_cross_doc,False,5.0,2.0,3.5,1,6,0.00636,[],"[97, 187, 311, 100, 133]",
coreutils,ear_full,cu-neg-03,negative_cross_doc,False,5.0,2.0,3.5,1,6,0.00725,[],"[174, 215, 174, 180, 214]",
coreutils,ear_full,cu-neg-04,negative_cross_doc,False,5.0,2.0,3.5,1,6,0.00597,[],"[37, 192, 47, 35, 222]",
coreutils,ear_full,cu-neg-05,negative_out_of_scope,False,5.0,2.0,3.5,1,6,0.0061,[],"[139, 304, 135, 126, 285]",
coreutils,ear_full,cu-neg-06,negative_out_of_scope,False,5.0,2.0,3.5,1,6,0.00594,[],"[296, 284, 297, 254, 254]",
coreutils,ear_full,cu-neg-07,negative_out_of_scope,False,5.0,2.0,3.5,1,6,0.00628,[],"[189, 90, 96, 95, 186]",
coreutils,ear_full,cu-neg-08,negative_out_of_scope,False,5.0,2.0,3.5,1,6,0.00522,[],"[134, 134, 135, 134, 160]",
make,simple,mk-001,concept,True,5.0,5.0,5.0,1,0,0.00826,[13],"[13, 192, 13, 171, 194, 4]",1
make,simple,mk-003,concept,True,4.2,5.0,4.6,1,0,0.00947,[43],"[44, 43, 44, 45, 122, 43]",1
make,simple,mk-004,lookup,True,2.8,2.75,2.775,1,0,0.00884,[143],"[143, 227, 77, 51, 195, 50]",1
make,simple,mk-002,concept,True,4.2,4.5,4.35,1,0,0.00772,[35],"[15, 35, 15, 15, 23, 69]",1
make,simple,mk-005,lookup,True,2.6,1.5,2.05,1,0,0.00849,[143],"[143, 77, 85, 227, 145, 81]",1
make,simple,mk-006,lookup,True,5.0,5.0,5.0,1,0,0.00821,[143],"[143, 77, 227, 195, 85, 195]",1
make,simple,mk-007,lookup,True,1.4,1.25,1.325,1,0,0.00726,[143],"[143, 77, 227, 195, 81, 81]",1
make,simple,mk-008,lookup,True,4.2,5.0,4.6,1,0,0.01115,[144],"[144, 227, 77, 143, 227, 142]",1
make,simple,mk-010,lookup,True,5.0,4.75,4.875,1,0,0.00984,[37],"[39, 37, 38, 225, 38, 37]",1
make,simple,mk-009,concept,True,3.4,4.5,3.95,1,0,0.00828,[141],"[141, 141, 9, 141, 53, 53]",1
make,simple,mk-011,concept,True,5.0,5.0,5.0,1,0,0.01036,[78],"[81, 79, 85, 87, 86, 79]",0
make,simple,mk-013,lookup,True,5.0,5.0,5.0,1,0,0.00769,[81],"[81, 81, 85, 79, 87, 80]",1
make,simple,mk-012,concept,True,5.0,5.0,5.0,1,0,0.00971,[79],"[79, 80, 80, 79, 78, 79]",1
make,simple,mk-014,lookup,True,5.0,5.0,5.0,1,0,0.00998,[86],"[86, 86, 80, 81, 87, 30]",1
make,simple,mk-015,lookup,True,5.0,5.0,5.0,1,0,0.00946,[63],"[63, 129, 165, 64, 166, 72]",1
make,simple,mk-018,lookup,True,5.0,5.0,5.0,1,0,0.00722,[127],"[127, 71, 129, 124, 131, 169]",1
make,simple,mk-017,lookup,True,3.6,3.5,3.55,1,0,0.00813,[123],"[129, 124, 124, 217, 71, 128]",0
make,simple,mk-019,concept,True,5.0,5.0,5.0,1,0,0.00726,[25],"[25, 25, 23, 25, 87, 56]",1
make,simple,mk-016,lookup,True,4.4,3.5,3.95,1,0,0.00932,[63],"[67, 126, 126, 71, 129, 131]",0
make,simple,mk-020,concept,True,3.2,4.25,3.725,1,0,0.01052,[69],"[72, 71, 73, 71, 196, 72]",0
make,simple,mk-021,concept,True,5.0,5.0,5.0,1,0,0.00842,[39],"[39, 40, 40, 41, 40, 223]",1
make,simple,mk-024,lookup,True,5.0,5.0,5.0,1,0,0.00902,[104],"[104, 107, 83, 192, 105, 82]",1
make,simple,mk-022,concept,True,5.0,5.0,5.0,1,0,0.00958,[40],"[40, 39, 40, 41, 40, 39]",1
make,simple,mk-023,lookup,True,2.2,2.25,2.225,1,0,0.01019,[104],"[104, 105, 107, 82, 170, 39]",1
make,simple,mk-025,lookup,True,4.8,3.75,4.275,1,0,0.00652,[105],"[192, 103, 117, 115, 106, 119]",0
make,simple,mk-026,lookup,True,5.0,5.0,5.0,1,0,0.00728,[106],"[192, 106, 103, 117, 119, 117]",1
make,simple,mk-027,lookup,True,4.4,1.5,2.95,1,0,0.00568,[106],"[192, 117, 84, 119, 110, 194]",0
make,simple,mk-028,concept,True,5.0,5.0,5.0,1,0,0.00892,[111],"[111, 112, 111, 112, 157, 192]",1
make,simple,mk-029,concept,True,3.4,3.75,3.575,1,0,0.00875,[109],"[194, 99, 105, 97, 109, 115]",1
make,simple,mk-032,lookup,True,5.0,5.0,5.0,1,0,0.00777,[107],"[144, 107, 41, 144, 107, 228]",1
make,simple,mk-030,concept,True,4.8,4.5,4.65,1,0,0.01055,[111],"[113, 113, 114, 103, 9, 113]",0
make,simple,mk-031,concept,True,4.0,4.5,4.25,1,0,0.00941,[119],"[119, 119, 61, 62, 62, 85]",1
make,simple,mk-033,lookup,True,4.2,4.5,4.35,1,0,0.00813,[107],"[107, 178, 229, 41, 178, 217]",1
make,simple,mk-034,lookup,True,5.0,5.0,5.0,1,0,0.01094,[97],"[97, 99, 98, 194, 98, 97]",1
make,simple,mk-035,lookup,True,2.2,5.0,3.6,1,0,0.0085,[99],"[99, 99, 100, 100, 97, 100]",1
make,simple,mk-036,concept,True,5.0,5.0,5.0,1,0,0.00913,[36],"[36, 36, 51, 36, 222, 134]",1
make,simple,mk-038,concept,True,5.0,5.0,5.0,1,0,0.00663,[48],"[67, 48, 67, 67, 66, 166]",1
make,simple,mk-037,lookup,True,5.0,5.0,5.0,1,0,0.0077,[92],"[92, 93, 121, 17, 122, 122]",1
make,simple,mk-039,lookup,True,3.0,3.0,3.0,1,0,0.00883,[59],"[60, 74, 8, 74, 57, 57]",0
make,simple,mk-040,lookup,True,5.0,5.0,5.0,1,0,0.0081,[66],"[67, 66, 48, 67, 63, 199]",1
make,simple,mk-042,concept,True,1.6,1.0,1.3,1,0,0.00747,[118],"[115, 118, 114, 199, 116, 117]",1
make,simple,mk-041,concept,True,4.0,5.0,4.5,1,0,0.0083,[70],"[70, 70, 191, 69, 71, 69]",1
make,simple,mk-neg-01,negative_cross_doc,False,5.0,2.0,3.5,1,0,0.00701,[],"[80, 80, 78, 85, 227, 79]",
make,simple,mk-neg-02,negative_cross_doc,False,1.4,1.25,1.325,1,0,0.01021,[],"[192, 225, 193, 220, 225, 106]",
make,simple,mk-neg-04,negative_cross_doc,False,5.0,2.0,3.5,1,0,0.00642,[],"[136, 152, 135, 43, 43, 157]",
make,simple,mk-neg-03,negative_cross_doc,False,5.0,2.0,3.5,1,0,0.00922,[],"[128, 132, 217, 217, 128, 217]",
make,simple,mk-neg-05,negative_out_of_scope,False,5.0,2.0,3.5,1,0,0.00636,[],"[140, 216, 135, 184, 205, 133]",
make,simple,mk-neg-06,negative_out_of_scope,False,5.0,2.0,3.5,1,0,0.00703,[],"[111, 35, 57, 205, 223, 14]",
make,simple,mk-neg-07,negative_out_of_scope,False,5.0,2.0,3.5,1,0,0.00743,[],"[206, 196, 71, 138, 178, 228]",
make,simple,mk-neg-08,negative_out_of_scope,False,5.0,2.0,3.5,1,0,0.00671,[],"[123, 127, 121, 129, 187, 72]",
make,reranked_simple,mk-005,lookup,True,2.8,2.5,2.65,1,0,0.00624,[143],"[145, 77, 142, 142, 143]",1
make,reranked_simple,mk-001,concept,True,5.0,5.0,5.0,1,0,0.00688,[13],"[13, 4, 13, 176, 176]",1
make,reranked_simple,mk-003,concept,True,5.0,5.0,5.0,1,0,0.0085,[43],"[43, 44, 44, 43, 45]",1
make,reranked_simple,mk-004,lookup,True,2.6,3.0,2.8,1,0,0.00683,[143],"[50, 77, 51, 143, 142]",1
make,reranked_simple,mk-002,concept,True,3.4,4.5,3.95,1,0,0.00724,[35],"[35, 15, 23, 29, 5]",1
make,reranked_simple,mk-007,lookup,True,2.6,1.25,1.925,1,0,0.00617,[143],"[77, 145, 195, 143, 227]",1
make,reranked_simple,mk-006,lookup,True,2.2,1.25,1.725,1,0,0.00694,[143],"[77, 32, 195, 51, 143]",1
make,reranked_simple,mk-008,lookup,True,2.8,1.5,2.15,1,0,0.00654,[144],"[77, 38, 145, 51, 227]",0
make,reranked_simple,mk-009,concept,True,4.0,4.5,4.25,1,0,0.0086,[141],"[141, 53, 145, 141, 141]",1
make,reranked_simple,mk-010,lookup,True,5.0,4.75,4.875,1,0,0.00741,[37],"[38, 109, 37, 39, 109]",1
make,reranked_simple,mk-012,concept,True,5.0,5.0,5.0,1,0,0.00845,[79],"[79, 79, 85, 79, 200]",1
make,reranked_simple,mk-011,concept,True,5.0,4.5,4.75,1,0,0.00837,[78],"[80, 90, 119, 80, 85]",0
make,reranked_simple,mk-013,lookup,True,3.4,1.5,2.45,1,0,0.00676,[81],"[119, 80, 85, 81, 30]",1
make,reranked_simple,mk-014,lookup,True,2.2,2.0,2.1,1,0,0.008,[86],"[80, 119, 30, 81, 85]",0
make,reranked_simple,mk-015,lookup,True,5.0,5.0,5.0,1,0,0.00854,[63],"[72, 129, 63, 165, 166]",1
make,reranked_simple,mk-018,lookup,True,5.0,5.0,5.0,1,0,0.00584,[127],"[67, 71, 137, 127, 169]",1
make,reranked_simple,mk-017,lookup,True,5.0,5.0,5.0,1,0,0.00733,[123],"[71, 124, 167, 132, 124]",0
make,reranked_simple,mk-016,lookup,True,5.0,4.75,4.875,1,0,0.00921,[63],"[67, 126, 131, 63, 72]",1
make,reranked_simple,mk-019,concept,True,5.0,5.0,5.0,1,0,0.00609,[25],"[25, 25, 56, 23, 95]",1
make,reranked_simple,mk-020,concept,True,4.4,4.25,4.325,1,0,0.00978,[69],"[72, 71, 73, 72, 196]",0
make,reranked_simple,mk-021,concept,True,5.0,5.0,5.0,1,0,0.00823,[39],"[39, 40, 40, 137, 107]",1
make,reranked_simple,mk-022,concept,True,5.0,5.0,5.0,1,0,0.00769,[40],"[40, 40, 40, 107, 39]",1
make,reranked_simple,mk-024,lookup,True,5.0,5.0,5.0,1,0,0.00787,[104],"[107, 104, 83, 107, 103]",1
make,reranked_simple,mk-023,lookup,True,3.2,3.5,3.35,1,0,0.00947,[104],"[107, 105, 39, 104, 107]",1
make,reranked_simple,mk-025,lookup,True,4.2,4.25,4.225,1,0,0.00629,[105],"[106, 192, 105, 117, 114]",1
make,reranked_simple,mk-026,lookup,True,5.0,5.0,5.0,1,0,0.00658,[106],"[106, 192, 105, 117, 114]",1
make,reranked_simple,mk-027,lookup,True,2.4,1.5,1.95,1,0,0.00587,[106],"[84, 117, 106, 114, 192]",1
make,reranked_simple,mk-029,concept,True,1.8,1.5,1.65,1,0,0.00776,[109],"[109, 99, 105, 110, 114]",1
make,reranked_simple,mk-028,concept,True,3.0,3.0,3.0,1,0,0.00868,[111],"[111, 112, 113, 112, 194]",1
make,reranked_simple,mk-030,concept,True,4.2,3.75,3.975,1,0,0.00943,[111],"[113, 113, 103, 114, 9]",0
make,reranked_simple,mk-032,lookup,True,5.0,5.0,5.0,1,0,0.00639,[107],"[144, 107, 107, 128, 144]",1
make,reranked_simple,mk-031,concept,True,4.4,5.0,4.7,1,0,0.0086,[119],"[119, 119, 85, 62, 62]",1
make,reranked_simple,mk-033,lookup,True,4.2,4.5,4.35,1,0,0.00593,[107],"[109, 144, 178, 107, 178]",1
make,reranked_simple,mk-034,lookup,True,5.0,5.0,5.0,1,0,0.00943,[97],"[97, 98, 100, 97, 57]",1
make,reranked_simple,mk-037,lookup,True,5.0,5.0,5.0,1,0,0.00798,[92],"[92, 121, 93, 17, 227]",1
make,reranked_simple,mk-035,lookup,True,4.4,5.0,4.7,1,0,0.00957,[99],"[100, 99, 99, 221, 228]",1
make,reranked_simple,mk-036,concept,True,5.0,5.0,5.0,1,0,0.00817,[36],"[36, 36, 36, 143, 195]",1
make,reranked_simple,mk-038,concept,True,5.0,5.0,5.0,1,0,0.00662,[48],"[67, 48, 67, 140, 66]",1
make,reranked_simple,mk-040,lookup,True,5.0,5.0,5.0,1,0,0.00738,[66],"[66, 199, 67, 48, 63]",1
