corpus,system,qid,category,answerable,gen,ret,overall,llm_calls,slm_calls,gen_cost,expected_pages,retrieved_top6_pages,page_hit_top6
make,reranked_simple,mk-039,lookup,True,2.2,3.0,2.6,1,0,0.00712,[59],"[48, 49, 60, 66, 57]",0
make,reranked_simple,mk-neg-01,negative_cross_doc,False,5.0,2.0,3.5,1,0,0.00516,[],"[80, 82, 79, 32, 24]",
make,reranked_simple,mk-042,concept,True,5.0,5.0,5.0,1,0,0.00775,[118],"[118, 118, 126, 66, 114]",1
make,reranked_simple,mk-041,concept,True,3.4,4.75,4.075,1,0,0.00822,[70],"[70, 70, 89, 69, 71]",1
make,reranked_simple,mk-neg-03,negative_cross_doc,False,5.0,2.0,3.5,1,0,0.00821,[],"[217, 217, 217, 72, 128]",
make,reranked_simple,mk-neg-02,negative_cross_doc,False,1.4,2.0,1.7,1,0,0.00783,[],"[193, 106, 225, 192, 106]",
make,reranked_simple,mk-neg-04,negative_cross_doc,False,5.0,2.0,3.5,1,0,0.00644,[],"[158, 136, 96, 43, 183]",
make,reranked_simple,mk-neg-05,negative_out_of_scope,False,5.0,2.0,3.5,1,0,0.00547,[],"[188, 189, 189, 184, 177]",
make,reranked_simple,mk-neg-06,negative_out_of_scope,False,5.0,2.0,3.5,1,0,0.00534,[],"[112, 113, 166, 149, 100]",
make,reranked_simple,mk-neg-07,negative_out_of_scope,False,5.0,3.0,4.0,1,0,0.00694,[],"[218, 228, 124, 88, 71]",
make,reranked_simple,mk-neg-08,negative_out_of_scope,False,5.0,2.0,3.5,1,0,0.00676,[],"[119, 224, 17, 72, 124]",
make,agentic,mk-003,concept,True,5.0,5.0,5.0,3,0,0.01749,[43],"[44, 43, 44, 45, 122, 43]",1
make,agentic,mk-004,lookup,True,4.6,4.5,4.55,3,0,0.01956,[143],"[143, 227, 77, 51, 195, 50]",1
make,agentic,mk-001,concept,True,5.0,5.0,5.0,3,0,0.01836,[13],"[13, 192, 13, 171, 194, 4]",1
make,agentic,mk-002,concept,True,3.2,3.0,3.1,3,0,0.01623,[35],"[15, 35, 15, 15, 23, 69]",1
make,agentic,mk-007,lookup,True,1.0,1.25,1.125,3,0,0.01654,[143],"[143, 77, 227, 195, 81, 81]",1
make,agentic,mk-005,lookup,True,5.0,1.25,3.125,7,0,0.04086,[143],"[143, 77, 85, 227, 145, 81]",1
make,agentic,mk-008,lookup,True,5.0,5.0,5.0,3,0,0.023,[144],"[144, 227, 77, 143, 227, 142]",1
make,agentic,mk-006,lookup,True,5.0,5.0,5.0,3,0,0.02097,[143],"[143, 77, 227, 195, 85, 195]",1
make,agentic,mk-009,concept,True,3.2,4.5,3.85,3,0,0.01895,[141],"[141, 141, 9, 141, 53, 53]",1
make,agentic,mk-013,lookup,True,5.0,5.0,5.0,3,0,0.0171,[81],"[81, 81, 85, 79, 87, 80]",1
make,agentic,mk-010,lookup,True,5.0,4.75,4.875,3,0,0.01916,[37],"[39, 37, 38, 225, 38, 37]",1
make,agentic,mk-012,concept,True,5.0,5.0,5.0,3,0,0.0204,[79],"[79, 80, 80, 79, 78, 79]",1
make,agentic,mk-011,concept,True,5.0,5.0,5.0,3,0,0.02023,[78],"[81, 79, 85, 87, 86, 79]",0
make,agentic,mk-014,lookup,True,4.4,5.0,4.7,3,0,0.01866,[86],"[86, 86, 80, 81, 87, 30]",1
make,agentic,mk-015,lookup,True,5.0,5.0,5.0,3,0,0.01889,[63],"[63, 129, 165, 64, 166, 72]",1
make,agentic,mk-016,lookup,True,5.0,4.5,4.75,3,0,0.0196,[63],"[67, 126, 126, 71, 129, 131]",0
make,agentic,mk-017,lookup,True,3.6,3.5,3.55,3,0,0.01877,[123],"[129, 124, 124, 217, 71, 128]",0
make,agentic,mk-018,lookup,True,5.0,5.0,5.0,3,0,0.0189,[127],"[127, 71, 129, 124, 131, 169]",1
make,agentic,mk-019,concept,True,5.0,5.0,5.0,3,0,0.01642,[25],"[25, 25, 23, 25, 87, 56]",1
make,agentic,mk-021,concept,True,5.0,5.0,5.0,3,0,0.02292,[39],"[39, 40, 40, 41, 40, 223]",1
make,agentic,mk-022,concept,True,5.0,5.0,5.0,3,0,0.01676,[40],"[40, 39, 40, 41, 40, 39]",1
make,agentic,mk-023,lookup,True,2.0,2.25,2.125,3,0,0.02016,[104],"[104, 105, 107, 82, 170, 39]",1
make,agentic,mk-020,concept,True,4.2,4.5,4.35,3,0,0.02226,[69],"[72, 71, 73, 71, 196, 72]",0
make,agentic,mk-024,lookup,True,5.0,5.0,5.0,3,0,0.01854,[104],"[104, 107, 83, 192, 105, 82]",1
make,agentic,mk-026,lookup,True,5.0,5.0,5.0,3,0,0.01882,[106],"[192, 106, 103, 117, 119, 117]",1
make,agentic,mk-025,lookup,True,4.8,4.25,4.525,3,0,0.01801,[105],"[192, 103, 117, 115, 106, 119]",0
make,agentic,mk-027,lookup,True,4.4,1.5,2.95,3,0,0.01309,[106],"[192, 117, 84, 119, 110, 194]",0
make,agentic,mk-028,concept,True,5.0,5.0,5.0,3,0,0.0191,[111],"[111, 112, 111, 112, 157, 192]",1
make,agentic,mk-029,concept,True,4.0,3.0,3.5,3,0,0.02088,[109],"[194, 99, 105, 97, 109, 115]",1
make,agentic,mk-032,lookup,True,5.0,5.0,5.0,3,0,0.01929,[107],"[144, 107, 41, 144, 107, 228]",1
make,agentic,mk-030,concept,True,5.0,4.75,4.875,3,0,0.0197,[111],"[113, 113, 114, 103, 9, 113]",0
make,agentic,mk-033,lookup,True,4.8,4.5,4.65,3,0,0.02216,[107],"[107, 178, 229, 41, 178, 217]",1
make,agentic,mk-031,concept,True,4.0,4.5,4.25,3,0,0.01819,[119],"[119, 119, 61, 62, 62, 85]",1
make,agentic,mk-034,lookup,True,5.0,5.0,5.0,3,0,0.02437,[97],"[97, 99, 98, 194, 98, 97]",1
make,agentic,mk-036,concept,True,5.0,5.0,5.0,3,0,0.02019,[36],"[36, 36, 51, 36, 222, 134]",1
make,agentic,mk-035,lookup,True,3.4,5.0,4.2,3,0,0.02049,[99],"[99, 99, 100, 100, 97, 100]",1
make,agentic,mk-037,lookup,True,5.0,5.0,5.0,3,0,0.01682,[92],"[92, 93, 121, 17, 122, 122]",1
make,agentic,mk-038,concept,True,5.0,5.0,5.0,3,0,0.01568,[48],"[67, 48, 67, 67, 66, 166]",1
make,agentic,mk-040,lookup,True,5.0,5.0,5.0,3,0,0.02042,[66],"[67, 66, 48, 67, 63, 199]",1
make,agentic,mk-041,concept,True,3.2,4.75,3.975,3,0,0.01699,[70],"[70, 70, 191, 69, 71, 69]",1
make,agentic,mk-042,concept,True,2.2,1.5,1.85,3,0,0.0233,[118],"[115, 118, 114, 199, 116, 117]",1
make,agentic,mk-039,lookup,True,2.4,3.0,2.7,3,0,0.0245,[59],"[60, 74, 8, 74, 57, 57]",0
make,agentic,mk-neg-01,negative_cross_doc,False,5.0,2.0,3.5,7,0,0.04046,[],"[80, 80, 78, 85, 227, 79]",
make,agentic,mk-neg-03,negative_cross_doc,False,5.0,2.0,3.5,7,0,0.04643,[],"[128, 132, 217, 217, 128, 217]",
make,agentic,mk-neg-04,negative_cross_doc,False,5.0,2.0,3.5,7,0,0.03568,[],"[136, 152, 135, 43, 43, 157]",
make,agentic,mk-neg-02,negative_cross_doc,False,1.2,2.0,1.6,7,0,0.05092,[],"[192, 225, 193, 220, 225, 106]",
make,agentic,mk-neg-05,negative_out_of_scope,False,5.0,2.0,3.5,7,0,0.04134,[],"[140, 216, 135, 184, 205, 133]",
make,agentic,mk-neg-06,negative_out_of_scope,False,5.0,2.0,3.5,7,0,0.03894,[],"[111, 35, 57, 205, 223, 14]",
make,agentic,mk-neg-07,negative_out_of_scope,False,5.0,2.0,3.5,7,0,0.03969,[],"[206, 196, 71, 138, 178, 228]",
make,agentic,mk-neg-08,negative_out_of_scope,False,5.0,3.0,4.0,7,0,0.0354,[],"[123, 127, 121, 129, 187, 72]",
make,self_rag,mk-002,concept,True,3.4,1.0,2.2,3,0,0.00245,[35],[],0
make,self_rag,mk-004,lookup,True,3.2,1.0,2.1,3,0,0.00277,[143],[],0
make,self_rag,mk-001,concept,True,5.0,5.0,5.0,4,0,0.01417,[13],"[13, 13, 4]",1
make,self_rag,mk-003,concept,True,4.6,5.0,4.8,4,0,0.02011,[43],"[44, 43, 44, 45, 43]",1
make,self_rag,mk-005,lookup,True,4.6,4.25,4.425,4,0,0.01759,[143],"[143, 77, 145, 142, 142]",1
make,self_rag,mk-006,lookup,True,3.0,1.0,2.0,3,0,0.00274,[143],[],0
make,self_rag,mk-007,lookup,True,1.4,1.0,1.2,3,0,0.00342,[143],[],0
make,self_rag,mk-008,lookup,True,5.0,5.0,5.0,4,0,0.01963,[144],"[144, 77, 143, 142, 144]",1
make,self_rag,mk-010,lookup,True,5.0,4.75,4.875,4,0,0.02257,[37],"[39, 225, 38, 112, 193]",0
make,self_rag,mk-009,concept,True,5.0,5.0,5.0,4,0,0.02102,[141],"[141, 141, 145, 29, 145]",1
make,self_rag,mk-011,concept,True,2.4,1.0,1.7,3,0,0.00441,[78],[],0
make,self_rag,mk-012,concept,True,5.0,5.0,5.0,4,0,0.01404,[79],"[79, 79]",1
make,self_rag,mk-014,lookup,True,2.0,1.0,1.5,3,0,0.00304,[86],[],0
make,self_rag,mk-013,lookup,True,5.0,5.0,5.0,4,0,0.01285,[81],"[81, 218]",1
make,self_rag,mk-015,lookup,True,3.2,1.0,2.1,3,0,0.00356,[63],[],0
make,self_rag,mk-018,lookup,True,5.0,5.0,5.0,4,0,0.01024,[127],[127],1
make,self_rag,mk-016,lookup,True,4.0,3.5,3.75,4,0,0.02173,[63],"[67, 126, 126, 71, 129]",0
make,self_rag,mk-017,lookup,True,4.2,3.5,3.85,4,0,0.02123,[123],"[129, 124, 124, 217, 71]",0
make,self_rag,mk-019,concept,True,5.0,5.0,5.0,4,0,0.01353,[25],"[25, 25, 56]",1
make,self_rag,mk-020,concept,True,4.2,4.25,4.225,4,0,0.02128,[69],"[72, 71, 73, 101, 71]",0
make,self_rag,mk-021,concept,True,5.0,5.0,5.0,4,0,0.02156,[39],"[39, 40, 40, 41, 223]",1
make,self_rag,mk-022,concept,True,5.0,5.0,5.0,4,0,0.02122,[40],"[40, 39, 41, 40, 7]",1
make,self_rag,mk-024,lookup,True,5.0,5.0,5.0,4,0,0.02189,[104],"[104, 107, 83, 192, 105]",1
make,self_rag,mk-025,lookup,True,3.2,1.0,2.1,3,0,0.00277,[105],[],0
make,self_rag,mk-023,lookup,True,2.2,2.25,2.225,4,0,0.02228,[104],"[104, 105, 82, 39, 81]",1
make,self_rag,mk-026,lookup,True,5.0,5.0,5.0,4,0,0.01188,[106],[106],1
make,self_rag,mk-027,lookup,True,3.2,1.0,2.1,3,0,0.00261,[106],[],0
make,self_rag,mk-028,concept,True,2.8,1.0,1.9,3,0,0.00274,[111],[],0
make,self_rag,mk-029,concept,True,2.8,1.0,1.9,3,0,0.00319,[109],[],0
make,self_rag,mk-030,concept,True,5.0,4.75,4.875,4,0,0.01865,[111],"[113, 114, 195]",0
make,self_rag,mk-031,concept,True,2.8,1.0,1.9,3,0,0.00322,[119],[],0
make,self_rag,mk-032,lookup,True,3.2,1.0,2.1,3,0,0.00265,[107],[],0
make,self_rag,mk-033,lookup,True,3.8,2.25,3.025,4,0,0.01054,[107],[109],0
make,self_rag,mk-034,lookup,True,5.0,5.0,5.0,4,0,0.01937,[97],"[97, 99, 98]",1
make,self_rag,mk-035,lookup,True,3.0,4.25,3.625,4,0,0.01319,[99],"[99, 100]",1
make,self_rag,mk-037,lookup,True,5.0,5.0,5.0,4,0,0.01395,[92],"[92, 93, 121]",1
make,self_rag,mk-036,concept,True,2.8,4.5,3.65,4,0,0.01347,[36],"[36, 36]",1
make,self_rag,mk-038,concept,True,5.0,5.0,5.0,4,0,0.01225,[48],"[67, 48]",1
make,self_rag,mk-039,lookup,True,2.733,3.0,2.867,4,0,0.0161,[59],"[60, 74, 48, 49]",0
make,self_rag,mk-040,lookup,True,5.0,5.0,5.0,4,0,0.02207,[66],"[67, 66, 48, 67, 63]",1
make,self_rag,mk-042,concept,True,3.2,1.0,2.1,3,0,0.00243,[118],[],0
make,self_rag,mk-041,concept,True,4.0,5.0,4.5,4,0,0.01998,[70],"[70, 70, 191, 69, 71]",1
make,self_rag,mk-neg-02,negative_cross_doc,False,4.4,5.0,4.7,3,0,0.00372,[],[],
make,self_rag,mk-neg-01,negative_cross_doc,False,5.0,2.0,3.5,4,0,0.01912,[],"[80, 80, 78, 85, 227]",
make,self_rag,mk-neg-04,negative_cross_doc,False,5.0,5.0,5.0,3,0,0.00343,[],[],
make,self_rag,mk-neg-03,negative_cross_doc,False,5.0,2.0,3.5,4,0,0.02314,[],"[128, 132, 217, 217, 128]",
make,self_rag,mk-neg-05,negative_out_of_scope,False,5.0,5.0,5.0,3,0,0.00302,[],[],
make,self_rag,mk-neg-07,negative_out_of_scope,False,5.0,5.0,5.0,3,0,0.0024,[],[],
make,self_rag,mk-neg-08,negative_out_of_scope,False,5.0,5.0,5.0,3,0,0.00212,[],[],
make,self_rag,mk-neg-06,negative_out_of_scope,False,1.8,5.0,3.4,3,0,0.00433,[],[],
make,flare,mk-004,lookup,True,4.6,4.75,4.675,3,0,0.01317,[143],"[143, 50, 51, 77, 196, 144]",1
make,flare,mk-001,concept,True,5.0,5.0,5.0,3,0,0.01314,[13],"[13, 13, 121, 192, 123, 171]",1
make,flare,mk-005,lookup,True,2.2,1.5,1.85,3,0,0.01337,[143],"[145, 143, 78, 84, 77, 79]",1
make,flare,mk-002,concept,True,5.0,4.75,4.875,3,0,0.01287,[35],"[15, 35, 15, 15, 23, 31]",1
make,flare,mk-003,concept,True,3.2,4.75,3.975,3,0,0.01544,[43],"[45, 43, 44, 44, 122, 46]",1
make,flare,mk-006,lookup,True,5.0,5.0,5.0,3,0,0.01218,[143],"[143, 195, 77, 143, 144, 78]",1
make,flare,mk-007,lookup,True,2.6,1.5,2.05,3,0,0.0131,[143],"[85, 227, 144, 81, 196, 59]",0
make,flare,mk-008,lookup,True,5.0,5.0,5.0,3,0,0.01439,[144],"[144, 143, 78, 24, 196, 77]",1
make,flare,mk-010,lookup,True,5.0,4.75,4.875,3,0,0.01467,[37],"[39, 37, 225, 37, 38, 38]",1
make,flare,mk-009,concept,True,4.2,4.5,4.35,3,0,0.01305,[141],"[141, 141, 9, 141, 53, 142]",1
make,flare,mk-011,concept,True,3.4,4.75,4.075,3,0,0.01721,[78],"[81, 79, 85, 87, 86, 79]",0
make,flare,mk-013,lookup,True,5.0,5.0,5.0,3,0,0.01373,[81],"[81, 81, 85, 79, 87, 79]",1
make,flare,mk-012,concept,True,5.0,5.0,5.0,3,0,0.01428,[79],"[79, 79, 79, 29, 78, 80]",1
make,flare,mk-014,lookup,True,3.2,4.75,3.975,3,0,0.01491,[86],"[86, 86, 80, 81, 87, 30]",1
make,flare,mk-015,lookup,True,5.0,5.0,5.0,3,0,0.01547,[63],"[63, 129, 64, 165, 72, 166]",1
make,flare,mk-017,lookup,True,3.6,3.0,3.3,3,0,0.01448,[123],"[129, 217, 124, 128, 124, 63]",0
make,flare,mk-016,lookup,True,3.8,3.0,3.4,3,0,0.01675,[63],"[67, 126, 126, 129, 129, 71]",0
make,flare,mk-018,lookup,True,5.0,5.0,5.0,3,0,0.01324,[127],"[127, 129, 132, 217, 130, 131]",1
make,flare,mk-019,concept,True,4.8,5.0,4.9,3,0,0.01446,[25],"[25, 25, 25, 23, 191, 88]",1
make,flare,mk-020,concept,True,3.0,4.25,3.625,3,0,0.01577,[69],"[72, 71, 73, 71, 196, 26]",0
make,flare,mk-021,concept,True,5.0,5.0,5.0,3,0,0.01372,[39],"[39, 40, 40, 41, 39, 223]",1
make,flare,mk-022,concept,True,5.0,5.0,5.0,3,0,0.01499,[40],"[39, 40, 40, 41, 39, 42]",1
make,flare,mk-024,lookup,True,5.0,5.0,5.0,3,0,0.0141,[104],"[104, 107, 83, 192, 105, 81]",1
make,flare,mk-023,lookup,True,4.6,4.25,4.425,3,0,0.0157,[104],"[105, 104, 82, 107, 39, 170]",1
make,flare,mk-025,lookup,True,3.6,3.0,3.3,3,0,0.01404,[105],"[106, 105, 192, 117, 115, 103]",1
make,flare,mk-026,lookup,True,5.0,5.0,5.0,3,0,0.0133,[106],"[106, 192, 105, 101, 103, 118]",1
make,flare,mk-027,lookup,True,3.6,1.25,2.425,3,0,0.01192,[106],"[192, 117, 194, 110, 84, 119]",0
make,flare,mk-029,concept,True,3.2,4.25,3.725,3,0,0.01416,[109],"[194, 99, 97, 105, 109, 115]",1
make,flare,mk-028,concept,True,5.0,5.0,5.0,3,0,0.01678,[111],"[111, 112, 111, 157, 192, 112]",1
make,flare,mk-030,concept,True,5.0,4.75,4.875,3,0,0.01421,[111],"[113, 113, 114, 9, 103, 113]",0
make,flare,mk-031,concept,True,4.0,5.0,4.5,3,0,0.01325,[119],"[119, 119, 85, 61, 62, 62]",1
make,flare,mk-032,lookup,True,5.0,5.0,5.0,3,0,0.01395,[107],"[107, 144, 41, 42, 107, 7]",1
make,flare,mk-033,lookup,True,4.2,4.25,4.225,3,0,0.01279,[107],"[107, 229, 178, 41, 178, 144]",1
make,flare,mk-034,lookup,True,5.0,5.0,5.0,3,0,0.01429,[97],"[97, 99, 98, 97, 100, 100]",1
make,flare,mk-035,lookup,True,4.2,5.0,4.6,3,0,0.01536,[99],"[99, 99, 100, 97, 100, 100]",1
make,flare,mk-037,lookup,True,5.0,5.0,5.0,3,0,0.01195,[92],"[92, 121, 93, 122, 17, 122]",1
make,flare,mk-036,concept,True,5.0,5.0,5.0,3,0,0.01504,[36],"[36, 36, 36, 51, 36, 96]",1
make,flare,mk-038,concept,True,5.0,5.0,5.0,3,0,0.01313,[48],"[67, 48, 67, 140, 67, 66]",1
make,flare,mk-039,lookup,True,5.0,5.0,5.0,3,0,0.01403,[59],"[60, 74, 49, 69, 57, 73]",0
make,flare,mk-040,lookup,True,4.6,5.0,4.8,3,0,0.01383,[66],"[67, 66, 48, 126, 67, 67]",1
make,flare,mk-042,concept,True,1.8,1.5,1.65,3,0,0.01324,[118],"[115, 117, 118, 116, 114, 199]",1
make,flare,mk-041,concept,True,3.4,4.75,4.075,3,0,0.014,[70],"[70, 70, 191, 69, 23, 71]",1
make,flare,mk-neg-01,negative_cross_doc,False,5.0,2.0,3.5,3,0,0.01209,[],"[85, 79, 114, 78, 119, 80]",
make,flare,mk-neg-02,negative_cross_doc,False,1.4,2.25,1.825,3,0,0.01454,[],"[192, 106, 225, 106, 193, 225]",
make,flare,mk-neg-03,negative_cross_doc,False,5.0,2.0,3.5,3,0,0.01447,[],"[128, 132, 128, 217, 197, 217]",
make,flare,mk-neg-04,negative_cross_doc,False,5.0,2.0,3.5,3,0,0.01264,[],"[136, 152, 193, 135, 151, 152]",
make,flare,mk-neg-05,negative_out_of_scope,False,5.0,2.0,3.5,3,0,0.01378,[],"[135, 205, 140, 135, 189, 203]",
make,flare,mk-neg-06,negative_out_of_scope,False,5.0,2.0,3.5,3,0,0.01354,[],"[111, 111, 35, 57, 14, 205]",
make,flare,mk-neg-07,negative_out_of_scope,False,5.0,2.0,3.5,3,0,0.01224,[],"[206, 196, 71, 169, 138, 196]",
make,flare,mk-neg-08,negative_out_of_scope,False,5.0,2.0,3.5,3,0,0.01163,[],"[121, 123, 127, 129, 17, 127]",
make,ear_full,mk-001,concept,True,5.0,5.0,5.0,1,6,0.00709,[13],"[13, 192, 13, 171, 194]",1
make,ear_full,mk-004,lookup,True,2.8,3.5,3.15,1,6,0.00774,[143],"[143, 227, 77, 51, 195]",1
make,ear_full,mk-002,concept,True,4.2,4.0,4.1,1,6,0.00673,[35],"[15, 35, 15, 15, 23]",1
make,ear_full,mk-003,concept,True,4.0,4.75,4.375,1,6,0.00808,[43],"[44, 43, 44, 45, 122]",1
make,ear_full,mk-005,lookup,True,2.8,1.5,2.15,1,6,0.00751,[143],"[143, 77, 85, 227, 145]",1
make,ear_full,mk-006,lookup,True,2.8,1.5,2.15,1,6,0.00781,[143],"[143, 77, 227, 195, 85]",1
make,ear_full,mk-007,lookup,True,1.6,1.25,1.425,1,6,0.00628,[143],"[143, 77, 227, 195, 81]",1
make,ear_full,mk-008,lookup,True,4.2,4.5,4.35,1,6,0.00976,[144],"[144, 227, 77, 143, 227]",1
make,ear_full,mk-009,concept,True,4.2,4.5,4.35,1,6,0.00836,[141],"[141, 141, 9, 141, 53]",1
make,ear_full,mk-010,lookup,True,3.0,4.0,3.5,1,6,0.00933,[37],"[39, 37, 38, 225, 38]",1
make,ear_full,mk-011,concept,True,5.0,4.5,4.75,1,6,0.00964,[78],"[81, 79, 85, 87, 86]",0
make,ear_full,mk-013,lookup,True,5.0,5.0,5.0,1,6,0.00749,[81],"[81, 81, 85, 79, 87]",1
make,ear_full,mk-015,lookup,True,4.6,5.0,4.8,1,6,0.00843,[63],"[63, 129, 165, 64, 166]",1
make,ear_full,mk-014,lookup,True,4.2,5.0,4.6,1,6,0.00946,[86],"[86, 86, 80, 81, 87]",1
make,ear_full,mk-012,concept,True,2.4,2.75,2.575,1,6,0.01288,[79],"[79, 80, 80, 79, 78]",1
make,ear_full,mk-016,lookup,True,3.4,3.0,3.2,1,6,0.00853,[63],"[67, 126, 126, 71, 129]",0
make,ear_full,mk-017,lookup,True,4.2,3.5,3.85,1,6,0.00738,[123],"[129, 124, 124, 217, 71]",0
make,ear_full,mk-018,lookup,True,5.0,5.0,5.0,1,6,0.00622,[127],"[127, 71, 129, 124, 131]",1
make,ear_full,mk-019,concept,True,5.0,5.0,5.0,1,6,0.00742,[25],"[25, 25, 23, 25, 87]",1
make,ear_full,mk-020,concept,True,2.4,3.0,2.7,1,6,0.00938,[69],"[72, 71, 73, 71, 196]",0
make,ear_full,mk-021,concept,True,5.0,5.0,5.0,1,6,0.00614,[39],"[39, 40, 40, 41, 40]",1
make,ear_full,mk-022,concept,True,5.0,5.0,5.0,1,6,0.00752,[40],"[40, 39, 40, 41, 40]",1
make,ear_full,mk-024,lookup,True,5.0,5.0,5.0,1,6,0.00791,[104],"[104, 107, 83, 192, 105]",1
make,ear_full,mk-025,lookup,True,5.0,5.0,5.0,1,6,0.00566,[105],"[192, 103, 117, 115, 106]",0
make,ear_full,mk-023,lookup,True,2.2,2.25,2.225,1,6,0.00949,[104],"[104, 105, 107, 82, 170]",1
make,ear_full,mk-026,lookup,True,5.0,5.0,5.0,1,6,0.00637,[106],"[192, 106, 103, 117, 119]",1
make,ear_full,mk-027,lookup,True,4.6,1.25,2.925,1,6,0.00471,[106],"[192, 117, 84, 119, 110]",0
make,ear_full,mk-028,concept,True,5.0,5.0,5.0,1,6,0.00799,[111],"[111, 112, 111, 112, 157]",1
make,ear_full,mk-030,concept,True,4.8,4.25,4.525,1,6,0.00898,[111],"[113, 113, 114, 103, 9]",0
make,ear_full,mk-029,concept,True,3.2,3.0,3.1,1,6,0.00813,[109],"[194, 99, 105, 97, 109]",1
make,ear_full,mk-031,concept,True,5.0,5.0,5.0,1,6,0.00799,[119],"[119, 119, 61, 62, 62]",1
make,ear_full,mk-032,lookup,True,5.0,5.0,5.0,1,6,0.00595,[107],"[144, 107, 41, 144, 107]",1
make,ear_full,mk-033,lookup,True,4.0,4.25,4.125,1,6,0.0065,[107],"[107, 178, 229, 41, 178]",1
make,ear_full,mk-034,lookup,True,5.0,5.0,5.0,1,6,0.00995,[97],"[97, 99, 98, 194, 98]",1
make,ear_full,mk-035,lookup,True,3.2,5.0,4.1,1,6,0.00761,[99],"[99, 99, 100, 100, 97]",1
make,ear_full,mk-036,concept,True,5.0,5.0,5.0,1,6,0.0086,[36],"[36, 36, 51, 36, 222]",1
make,ear_full,mk-037,lookup,True,5.0,5.0,5.0,1,6,0.00745,[92],"[92, 93, 121, 17, 122]",1
make,ear_full,mk-038,concept,True,5.0,5.0,5.0,1,6,0.00665,[48],"[67, 48, 67, 67, 66]",1
make,ear_full,mk-039,lookup,True,3.4,3.0,3.2,1,6,0.00818,[59],"[60, 74, 8, 74, 57]",0
make,ear_full,mk-042,concept,True,1.4,1.0,1.2,1,6,0.00755,[118],"[115, 118, 114, 199, 116]",1
make,ear_full,mk-040,lookup,True,5.0,5.0,5.0,1,6,0.00857,[66],"[67, 66, 48, 67, 63]",1
make,ear_full,mk-neg-01,negative_cross_doc,False,5.0,2.0,3.5,1,6,0.00625,[],"[80, 80, 78, 85, 227]",
make,ear_full,mk-041,concept,True,4.0,5.0,4.5,1,6,0.00774,[70],"[70, 70, 191, 69, 71]",1
make,ear_full,mk-neg-03,negative_cross_doc,False,5.0,2.0,3.5,1,6,0.0076,[],"[128, 132, 217, 217, 128]",
make,ear_full,mk-neg-02,negative_cross_doc,False,1.4,1.5,1.45,1,6,0.00865,[],"[192, 225, 193, 220, 225]",
make,ear_full,mk-neg-04,negative_cross_doc,False,5.0,2.0,3.5,1,6,0.00604,[],"[136, 152, 135, 43, 43]",
make,ear_full,mk-neg-06,negative_out_of_scope,False,5.0,2.0,3.5,1,6,0.00656,[],"[111, 35, 57, 205, 223]",
make,ear_full,mk-neg-05,negative_out_of_scope,False,5.0,3.0,4.0,1,6,0.00658,[],"[140, 216, 135, 184, 205]",
make,ear_full,mk-neg-07,negative_out_of_scope,False,5.0,2.0,3.5,1,6,0.00558,[],"[206, 196, 71, 138, 178]",
make,ear_full,mk-neg-08,negative_out_of_scope,False,5.0,2.0,3.5,1,6,0.00566,[],"[123, 127, 121, 129, 187]",
